SbjNum,Area,Sex,Ethnicity,Age,Status,SchoolYrs
17514947,Rural,Female,Indigenous,22,Married,6
17514948,Rural,Male,Indigenous,22,Married,6
17514953,Rural,Female,Indigenous,19,Married,12
17514954,Rural,Female,Indigenous,16,Single,8
17514955,Rural,Male,Non-indigenous,16,Single,8
17514956,Rural,Male,Non-indigenous,17,Single,8
17514957,Rural,Male,Indigenous,17,Single,8
17514972,Rural,Female,Indigenous,24,Married,2
17514973,Rural,Male,Indigenous,15,Single,6
17514974,Rural,Female,Indigenous,24,Married,2
17514975,Rural,Male,Indigenous,16,Single,7
17514976,Rural,Male,Indigenous,20,Single,0
17514977,Rural,Female,Indigenous,18,Single,6
17514978,Rural,Male,Indigenous,21,Married,12
17515014,Rural,Male,Non-indigenous,17,Single,9
17515015,Rural,Male,Indigenous,16,Single,5
17515016,Urban,Male,Indigenous,21,Single,12
17515017,Urban,Female,Indigenous,20,Married,0
17515018,Rural,Female,Indigenous,16,Single,7
17515019,Urban,Female,Indigenous,15,Single,6
17515020,Rural,Male,Indigenous,19,Single,11
17515021,Rural,Female,Indigenous,20,Single,12
17540398,Rural,Male,Indigenous,17,Single,6
17540399,Rural,Female,Indigenous,15,Single,6
17540400,Rural,Female,Indigenous,20,Single,6
17540401,Rural,Male,Indigenous,18,Single,6
17540402,Rural,Female,Indigenous,18,Single,9
17540431,Urban,Female,Indigenous,20,Single,12
17540432,Urban,Male,Indigenous,19,Single,9
17540433,Urban,Female,Indigenous,20,Single,12
17540434,Urban,Female,Indigenous,21,Single,15
17540435,Rural,Male,Indigenous,15,Single,6
17540436,Rural,Female,Indigenous,23,Married,12
17540464,Urban,Male,Indigenous,24,Single,19
17540465,Urban,Male,Indigenous,22,Married,10
17540466,Urban,Female,Indigenous,22,Single,14
17540467,Urban,Female,Indigenous,16,Single,11
17540468,Urban,Male,Indigenous,18,Single,10
17540469,Rural,Male,Indigenous,23,Single,13
17540481,Urban,Female,Indigenous,16,Single,9
17540482,Urban,Male,Indigenous,18,Single,6
17540483,Urban,Female,Indigenous,23,Single,9
17540484,Urban,Male,Indigenous,16,Single,8
17540485,Urban,Male,Indigenous,20,Single,11
17540498,Urban,Female,Non-indigenous,16,Single,6
17540499,Urban,Female,Indigenous,20,Single,12
17540500,Urban,Female,Indigenous,15,Single,7
17540501,Urban,Female,Indigenous,17,Single,9
17540502,Urban,Male,Indigenous,20,Single,12
17540503,Urban,Male,Indigenous,20,Single,12
17540504,Rural,Female,Indigenous,23,Single,3
17540506,Rural,Male,Indigenous,20,Single,8
17540507,Rural,Male,Indigenous,23,Single,12
17540508,Rural,Male,Indigenous,16,Single,8
17540509,Rural,Female,Indigenous,17,Single,7
17540510,Rural,Male,Indigenous,20,Single,11
17540539,Rural,Female,Indigenous,21,Single,13
17540540,Rural,Male,Indigenous,21,Single,14
17540541,Rural,Female,Indigenous,18,Single,12
17540542,Rural,Male,Indigenous,17,Single,7
17540543,Rural,Male,Indigenous,24,Single,12
17540544,Rural,Male,Indigenous,18,Single,7
17540547,Rural,Female,Indigenous,24,Married,6
17540548,Rural,Female,Indigenous,20,Single,12
17540549,Rural,Female,Indigenous,20,Single,10
17540550,Rural,Male,Non-indigenous,18,Single,9
17540551,Rural,Male,Indigenous,15,Single,8
17540552,Rural,Male,Indigenous,15,Single,7
17540555,Rural,Female,Indigenous,15,Single,6
17540556,Rural,Female,Indigenous,18,Single,11
17540557,Rural,Female,Indigenous,22,Single,13
17540558,Rural,Male,Indigenous,15,Single,7
17540559,Rural,Female,Indigenous,16,Single,7
17540560,Rural,Male,Indigenous,19,Single,11
17550013,Rural,Female,Indigenous,22,Married,6
17550014,Rural,Female,Indigenous,20,Married,5
17550041,Rural,Male,Non-indigenous,15,Single,8
17550042,Urban,Female,Indigenous,15,Married,5
17550043,Rural,Male,Non-indigenous,16,Single,11
17550044,Rural,Male,Non-indigenous,22,Single,6
17550065,Rural,Female,Indigenous,17,Single,9
17550066,Rural,Female,Indigenous,24,Married,9
17550067,Rural,Female,Indigenous,22,Single,6
17550102,Rural,Male,Non-indigenous,16,Single,3
17550103,Rural,Female,Indigenous,17,Single,8
17555228,Rural,Male,Indigenous,16,Single,8
17555229,Rural,Female,Non-indigenous,17,Single,8
17555230,Rural,Female,Indigenous,15,Single,7
17555231,Rural,Female,Non-indigenous,16,Single,7
17555232,Rural,Female,Indigenous,15,Single,7
17555233,Rural,Female,Indigenous,16,Single,8
17555234,Rural,Female,Indigenous,22,Single,6
17562314,Rural,Male,Indigenous,24,Single,6
17562315,Rural,Female,Non-indigenous,15,Single,8
17562316,Rural,Male,Indigenous,15,Single,8
17568031,Rural,Male,Non-indigenous,22,Married,12
17568032,Rural,Female,Indigenous,23,Married,9
17568033,Rural,Female,Indigenous,16,Single,10
17568034,Rural,Female,Indigenous,21,Single,12
17568035,Rural,Male,Indigenous,24,Single,15
17568036,Rural,Male,Indigenous,15,Single,8
17568039,Rural,Male,Indigenous,16,Single,9
17568040,Rural,Female,Non-indigenous,17,Married,9
17568041,Rural,Male,Indigenous,22,Single,12
17568042,Rural,Male,Indigenous,24,Single,9
17568043,Rural,Female,Indigenous,21,Single,12
17568044,Rural,Male,Indigenous,15,Single,8
17568048,Rural,Male,Non-indigenous,17,Single,8
17568049,Rural,Male,Indigenous,16,Single,7
17568050,Rural,Female,Indigenous,20,Single,2
17568051,Rural,Male,Indigenous,22,Single,12
17568052,Rural,Male,Indigenous,24,Married,9
17568053,Rural,Female,Indigenous,18,Single,6
17568054,Urban,Female,Indigenous,24,Single,11
17568055,Rural,Male,Indigenous,16,Single,8
17568056,Rural,Female,Indigenous,24,Married,9
17568057,Rural,Male,Indigenous,19,Single,12
17568058,Rural,Female,Indigenous,21,Single,12
17568165,Rural,Male,Indigenous,23,Married,12
17568166,Rural,Female,Indigenous,22,Married,13
17568167,Rural,Female,Indigenous,18,Single,9
17568168,Rural,Female,Indigenous,18,Single,12
17568169,Rural,Male,Indigenous,24,Married,15
17568170,Rural,Male,Indigenous,22,Married,12
17568194,Rural,Male,Indigenous,24,Married,12
17568195,Rural,Female,Indigenous,23,Single,12
17568196,Rural,Male,Indigenous,24,Married,10
17568197,Rural,Female,Indigenous,19,Single,12
17568198,Rural,Male,Indigenous,20,Single,12
17568199,Rural,Female,Indigenous,24,Married,6
17568214,Rural,Female,Indigenous,17,Single,8
17568215,Rural,Male,Indigenous,17,Single,10
17568216,Rural,Female,Indigenous,18,Single,12
17568217,Rural,Male,Indigenous,23,Single,1
17568218,Rural,Female,Indigenous,15,Single,7
17568219,Rural,Male,Indigenous,16,Single,7
17568220,Rural,Male,Indigenous,21,Single,10
17568221,Rural,Female,Indigenous,24,Married,6
17568224,Rural,Female,Non-indigenous,15,Married,7
17568225,Rural,Male,Indigenous,16,Single,9
17568226,Urban,Female,Indigenous,22,Married,15
17568227,Rural,Female,Indigenous,19,Married,12
17568228,Rural,Female,Indigenous,17,Married,8
17568229,Rural,Male,Indigenous,15,Single,6
17568230,Rural,Female,Indigenous,23,Married,9
17568231,Rural,Male,Indigenous,21,Single,15
17568232,Rural,Female,Indigenous,20,Single,7
17568233,Rural,Male,Indigenous,18,Single,7
17568234,Rural,Male,Non-indigenous,22,Single,7
17568235,Rural,Female,Indigenous,17,Single,12
17568236,Rural,Male,Indigenous,15,Single,8
17568237,Rural,Male,Indigenous,16,Single,6
17568238,Rural,Female,Indigenous,16,Single,2
17568239,Rural,Male,Indigenous,15,Single,8
17579425,Rural,Male,Non-indigenous,17,Single,8
17579426,Rural,Male,Indigenous,15,Single,7
17579427,Rural,Female,Indigenous,21,Single,8
17579428,Rural,Male,Indigenous,23,Married,0
17579429,Rural,Male,Indigenous,21,Married,4
17579430,Urban,Female,Indigenous,21,Married,8
17579431,Urban,Female,Indigenous,18,Single,11
17579432,Urban,Male,Indigenous,18,Single,6
17579433,Urban,Male,Indigenous,23,Single,12
17579434,Urban,Female,Indigenous,18,Married,2
17579435,Rural,Female,Indigenous,21,Married,6
17579437,Urban,Male,Indigenous,16,Single,7
17579450,Urban,Female,Indigenous,19,Married,9
17579451,Urban,Male,Indigenous,21,Single,12
17579452,Urban,Male,Indigenous,21,Married,8
17579537,Urban,Female,Indigenous,22,Single,12
17579538,Urban,Female,Indigenous,24,Single,12
17579539,Urban,Male,Indigenous,17,Single,10
17579540,Urban,Male,Indigenous,19,Single,8
17579541,Urban,Female,Indigenous,20,Married,8
17579542,Urban,Male,Indigenous,22,Single,7
17579543,Urban,Male,Indigenous,17,Single,9
17579600,Urban,Female,Indigenous,19,Single,11
17579601,Urban,Female,Indigenous,17,Single,12
17579602,Urban,Female,Indigenous,16,Single,8
17579603,Urban,Male,Non-indigenous,16,Single,6
17579604,Urban,Male,Indigenous,16,Single,7
17579605,Urban,Male,Indigenous,22,Single,13
17579606,Urban,Female,Indigenous,15,Married,5
17592942,Urban,Female,Indigenous,23,Single,12
17592943,Urban,Male,Indigenous,18,Single,5
17592944,Urban,Female,Indigenous,23,Single,1
17592945,Urban,Male,Indigenous,22,Single,12
17592946,Urban,Female,Indigenous,17,Single,6
17592947,Urban,Female,Indigenous,17,Single,6
17592948,Urban,Male,Indigenous,15,Single,10
17592949,Urban,Male,Indigenous,19,Single,12
17592950,Urban,Male,Indigenous,15,Single,7
17592951,Urban,Male,Indigenous,19,Single,9
17592952,Urban,Female,Indigenous,23,Single,11
17592953,Urban,Female,Indigenous,19,Single,11
17592954,Urban,Female,Indigenous,18,Single,12
17592955,Urban,Male,Indigenous,19,Married,10
17592958,Urban,Female,Indigenous,20,Single,6
17592959,Urban,Male,Indigenous,23,Single,12
17592960,Urban,Female,Indigenous,24,Married,12
17592961,Urban,Female,Indigenous,18,Married,6
17592962,Urban,Female,Indigenous,16,Single,9
17592963,Urban,Male,Non-indigenous,15,Single,6
17592964,Urban,Male,Indigenous,21,Single,12
17592973,Urban,Male,Indigenous,15,Single,7
17592974,Urban,Female,Indigenous,15,Single,9
17592975,Urban,Male,Indigenous,22,Single,11
17592976,Urban,Male,Indigenous,21,Married,6
17592977,Urban,Male,Indigenous,21,Single,12
17592978,Urban,Female,Indigenous,18,Single,9
17592979,Urban,Male,Indigenous,16,Single,10
17593015,Rural,Male,Indigenous,17,Single,8
17593029,Rural,Male,Non-indigenous,15,Single,7
17593030,Rural,Female,Indigenous,17,Single,11
17593031,Rural,Male,Indigenous,17,Single,9
17593032,Rural,Female,Indigenous,24,Single,15
17593033,Rural,Male,Indigenous,16,Single,11
17593034,Rural,Male,Indigenous,23,Single,17
17593035,Urban,Female,Non-indigenous,18,Single,8
17593036,Urban,Female,Indigenous,20,Single,12
17593038,Rural,Female,Indigenous,22,Single,9
17593039,Rural,Female,Indigenous,18,Single,6
17593040,Rural,Male,Indigenous,15,Single,8
17593041,Rural,Male,Indigenous,19,Single,11
17593042,Rural,Female,Indigenous,20,Single,5
17593043,Urban,Male,Indigenous,22,Married,2
17593044,Rural,Female,Indigenous,20,Single,6
17593045,Rural,Female,Indigenous,20,Single,12
17593046,Rural,Female,Indigenous,18,Single,11
17593047,Rural,Male,Non-indigenous,20,Single,12
17593048,Rural,Male,Indigenous,23,Single,8
17593049,Urban,Male,Indigenous,21,Single,12
17593050,Urban,Male,Indigenous,21,Married,11
17593072,Rural,Female,Indigenous,18,Single,10
17593073,Rural,Male,Indigenous,22,Married,6
17593074,Rural,Female,Indigenous,18,Single,7
17593075,Rural,Male,Indigenous,23,Single,9
17593076,Urban,Female,Indigenous,15,Single,9
17593077,Urban,Male,Indigenous,17,Single,12
17593079,Urban,Female,Indigenous,21,Married,12
17593080,Urban,Female,Indigenous,18,Single,11
17593081,Urban,Male,Indigenous,24,Married,12
17593082,Urban,Female,Indigenous,22,Married,6
17602638,Urban,Male,Indigenous,17,Single,10
17602639,Urban,Male,Indigenous,22,Single,11
17602640,Rural,Male,Non-indigenous,18,Single,5
17602641,Rural,Male,Indigenous,22,Single,11
17602642,Rural,Female,Indigenous,19,Married,9
17602643,Rural,Female,Indigenous,18,Single,5
17602656,Urban,Female,Indigenous,17,Single,8
17602657,Urban,Male,Indigenous,16,Single,11
17602658,Rural,Male,Indigenous,17,Single,9
17602659,Rural,Female,Indigenous,16,Single,6
17602660,Rural,Female,Indigenous,17,Single,8
17602688,Urban,Female,Indigenous,15,Single,8
17602689,Urban,Female,Non-indigenous,21,Married,7
17602690,Rural,Male,Indigenous,21,Single,8
17602691,Rural,Male,Indigenous,21,Single,10
17602692,Rural,Male,Indigenous,16,Single,8
17602693,Rural,Male,Indigenous,19,Married,6
17602694,Rural,Male,Indigenous,23,Married,7
17602702,Urban,Male,Indigenous,17,Single,9
17602703,Urban,Female,Indigenous,23,Married,14
17602704,Rural,Female,Non-indigenous,23,Married,10
17602705,Rural,Female,Indigenous,15,Single,3
17602706,Rural,Male,Indigenous,18,Single,5
17602707,Rural,Male,Indigenous,20,Married,5
17602708,Rural,Female,Indigenous,20,Single,3
17617848,Urban,Male,Indigenous,24,Single,12
17617849,Urban,Female,Indigenous,21,Single,9
17617850,Urban,Male,Indigenous,21,Single,12
17617851,Urban,Female,Indigenous,20,Single,7
17617852,Urban,Male,Indigenous,18,Single,12
17617855,Urban,Female,Indigenous,15,Single,5
17617856,Urban,Female,Indigenous,17,Single,9
17617857,Urban,Male,Indigenous,24,Single,11
17617858,Urban,Male,Indigenous,19,Single,12
17617859,Urban,Female,Indigenous,21,Single,5
17617860,Urban,Male,Indigenous,22,Single,4
17617861,Urban,Male,Indigenous,17,Single,6
17617862,Urban,Female,Indigenous,18,Single,12
17617863,Urban,Male,Indigenous,24,Married,9
17617864,Urban,Male,Indigenous,17,Single,10
17617865,Urban,Male,Indigenous,23,Single,12
17617866,Urban,Female,Indigenous,22,Single,3
17617872,Urban,Male,Indigenous,20,Single,6
17617873,Urban,Male,Indigenous,17,Single,11
17617874,Urban,Male,Indigenous,15,Single,9
17617875,Urban,Male,Indigenous,20,Single,12
17617877,Urban,Male,Indigenous,22,Single,15
17617878,Urban,Female,Indigenous,24,Single,6
17617879,Urban,Female,Indigenous,24,Married,9
17617880,Urban,Female,Indigenous,20,Single,11
17617881,Urban,Female,Indigenous,22,Single,13
17617882,Urban,Male,Indigenous,17,Single,7
17617883,Urban,Male,Indigenous,15,Single,8
17617889,Urban,Female,Non-indigenous,15,Single,6
17617890,Urban,Female,Indigenous,18,Single,9
17617891,Urban,Male,Indigenous,15,Single,6
17617892,Rural,Male,Indigenous,23,Married,13
17617894,Urban,Female,Indigenous,17,Single,6
17617895,Urban,Female,Indigenous,18,Single,6
17617896,Urban,Female,Non-indigenous,15,Single,6
17617897,Urban,Female,Indigenous,23,Married,4
17617898,Urban,Female,Indigenous,24,Single,6
17617899,Urban,Male,Indigenous,24,Married,7
17617901,Urban,Female,Indigenous,17,Single,3
17617902,Urban,Male,Non-indigenous,16,Single,6
17617903,Urban,Female,Indigenous,22,Single,9
17617904,Urban,Male,Indigenous,21,Married,11
17629628,Urban,Female,Indigenous,19,Single,11
17629629,Urban,Female,Indigenous,15,Single,8
17629630,Urban,Male,Indigenous,15,Single,7
17629631,Urban,Male,Indigenous,16,Single,10
17629632,Urban,Female,Indigenous,23,Single,9
17629633,Urban,Male,Indigenous,20,Married,1
17629634,Urban,Male,Indigenous,15,Single,7
17629659,Urban,Female,Indigenous,20,Married,0
17629660,Urban,Female,Indigenous,17,Single,12
17629661,Urban,Female,Indigenous,18,Single,12
17629662,Urban,Male,Non-indigenous,20,Single,9
17629663,Urban,Female,Non-indigenous,24,Married,9
17629664,Urban,Male,Indigenous,18,Single,10
17629665,Urban,Male,Indigenous,24,Married,12
17629726,Rural,Female,Indigenous,18,Married,12
17629727,Urban,Female,Indigenous,17,Single,4
17629728,Urban,Female,Indigenous,24,Married,12
17629729,Urban,Male,Indigenous,16,Single,9
17629730,Rural,Female,Indigenous,22,Single,12
17629731,Urban,Male,Non-indigenous,23,Married,6
17629732,Urban,Male,Indigenous,24,Married,16
17629791,Urban,Female,Indigenous,20,Single,11
17629792,Urban,Male,Indigenous,22,Married,7
17629793,Urban,Female,Indigenous,22,Single,11
17629794,Urban,Male,Indigenous,22,Married,12
17629795,Rural,Female,Indigenous,22,Single,8
17629796,Urban,Male,Indigenous,20,Married,12
17644257,Rural,Male,Indigenous,17,Single,9
17644258,Rural,Male,Indigenous,17,Single,8
17644259,Rural,Female,Indigenous,23,Single,6
17644260,Rural,Female,Indigenous,20,Single,12
17644261,Urban,Female,Indigenous,23,Married,12
17644264,Rural,Male,Indigenous,21,Single,15
17644265,Rural,Male,Indigenous,16,Single,8
17644266,Rural,Female,Indigenous,15,Single,6
17644267,Rural,Male,Non-indigenous,15,Single,8
17644268,Rural,Male,Indigenous,24,Single,16
17644269,Rural,Female,Indigenous,23,Married,9
17644274,Rural,Male,Indigenous,22,Single,15
17644275,Rural,Female,Indigenous,20,Single,11
17644276,Urban,Female,Indigenous,17,Single,8
17644277,Rural,Female,Non-indigenous,15,Single,8
17644278,Rural,Male,Indigenous,24,Married,5
17644279,Urban,Female,Indigenous,22,Single,16
17644285,Rural,Male,Indigenous,15,Single,6
17644286,Rural,Female,Indigenous,15,Married,4
17644287,Rural,Female,Indigenous,23,Married,11
17644288,Rural,Female,Indigenous,15,Single,8
17644289,Rural,Male,Indigenous,21,Single,12
17644290,Urban,Female,Indigenous,20,Married,8
17644523,Rural,Female,Indigenous,16,Single,2
17644524,Rural,Female,Indigenous,22,Single,12
17644525,Rural,Male,Indigenous,18,Single,7
17644526,Rural,Male,Indigenous,17,Single,9
17644527,Rural,Male,Indigenous,22,Single,9
17644528,Rural,Male,Indigenous,24,Single,12
17644529,Urban,Female,Indigenous,22,Single,12
17644531,Rural,Female,Indigenous,23,Single,20
17644532,Rural,Female,Indigenous,15,Married,5
17644533,Rural,Male,Indigenous,24,Single,11
17644534,Rural,Female,Indigenous,18,Single,10
17644535,Rural,Female,Indigenous,23,Married,7
17644536,Urban,Female,Indigenous,16,Single,4
17644537,Urban,Female,Indigenous,16,Single,7
17644538,Rural,Female,Non-indigenous,24,Single,7
17644539,Rural,Female,Indigenous,15,Single,8
17644540,Rural,Female,Indigenous,18,Married,12
17644541,Rural,Male,Indigenous,16,Single,9
17644542,Rural,Female,Non-indigenous,20,Single,10
17644543,Urban,Female,Indigenous,24,Single,11
17644544,Urban,Female,Indigenous,15,Single,9
17644545,Rural,Male,Indigenous,19,Single,11
17644546,Rural,Male,Indigenous,20,Single,12
17644547,Rural,Male,Indigenous,22,Single,9
17644548,Rural,Female,Non-indigenous,20,Single,12
17644549,Rural,Male,Indigenous,19,Single,11
17644550,Urban,Female,Indigenous,20,Married,12
17644551,Urban,Female,Indigenous,16,Single,9
17644677,Rural,Female,Indigenous,23,Married,1
17644678,Rural,Female,Indigenous,16,Single,5
17644679,Rural,Male,Non-indigenous,15,Single,3
17644680,Rural,Female,Non-indigenous,16,Single,8
17644681,Rural,Female,Indigenous,20,Married,1
17644682,Rural,Male,Indigenous,20,Single,6
17644858,Rural,Male,Non-indigenous,15,Single,5
17644859,Rural,Female,Indigenous,17,Single,8
17644860,Rural,Male,Indigenous,22,Married,7
17644861,Rural,Male,Indigenous,23,Married,6
17644865,Rural,Male,Indigenous,15,Single,5
17644866,Rural,Male,Indigenous,19,Single,8
17644867,Rural,Female,Indigenous,23,Single,11
17644868,Rural,Female,Indigenous,20,Single,6
17644896,Rural,Female,Indigenous,15,Single,5
17644897,Rural,Male,Indigenous,15,Single,5
17644898,Rural,Female,Indigenous,17,Single,8
17644899,Rural,Male,Indigenous,24,Single,12
17644900,Rural,Female,Indigenous,23,Married,6
17673454,Urban,Female,Indigenous,17,Single,9
17673455,Urban,Male,Indigenous,16,Single,8
17673456,Urban,Female,Non-indigenous,20,Married,5
17673457,Urban,Male,Indigenous,18,Single,9
17673458,Urban,Male,Indigenous,15,Single,8
17673459,Urban,Male,Indigenous,17,Single,11
17673460,Urban,Male,Indigenous,21,Married,12
17673461,Rural,Female,Indigenous,23,Married,12
17673462,Rural,Male,Indigenous,23,Single,13
17673463,Rural,Female,Indigenous,22,Married,6
17673464,Rural,Male,Indigenous,21,Single,13
17673465,Urban,Male,Indigenous,18,Single,9
17673470,Urban,Male,Non-indigenous,19,Single,5
17673471,Urban,Female,Indigenous,18,Single,10
17673472,Urban,Male,Indigenous,20,Single,12
17673473,Urban,Male,Indigenous,23,Single,9
17673474,Urban,Male,Indigenous,24,Single,9
17673475,Urban,Male,Indigenous,17,Single,8
17673479,Urban,Male,Indigenous,21,Single,6
17673480,Urban,Female,Indigenous,15,Single,9
17673481,Urban,Female,Indigenous,24,Married,6
17673482,Urban,Female,Indigenous,22,Single,6
17673483,Urban,Male,Indigenous,16,Single,8
17673484,Urban,Female,Indigenous,22,Married,8
17673485,Urban,Female,Indigenous,16,Single,9
17673486,Urban,Female,Indigenous,20,Married,9
17673487,Urban,Female,Indigenous,17,Single,9
17673488,Urban,Female,Indigenous,22,Married,5
17673489,Urban,Male,Indigenous,22,Single,12
17673490,Rural,Female,Indigenous,21,Married,9
17673491,Rural,Female,Indigenous,17,Single,9
17673492,Rural,Male,Indigenous,17,Single,12
17673493,Rural,Female,Indigenous,17,Single,10
17673494,Rural,Female,Indigenous,24,Single,11
17673495,Rural,Male,Indigenous,21,Single,12
17673499,Rural,Male,Indigenous,21,Single,17
17673500,Rural,Female,Indigenous,18,Single,11
17673501,Rural,Male,Indigenous,17,Single,9
17673502,Rural,Male,Indigenous,15,Single,9
17673503,Rural,Male,Indigenous,16,Single,9
17673504,Urban,Female,Indigenous,17,Single,8
17673506,Rural,Male,Indigenous,15,Single,8
17673507,Rural,Female,Indigenous,20,Single,13
17673508,Rural,Female,Indigenous,18,Single,13
17673509,Rural,Female,Indigenous,21,Single,12
17673510,Rural,Female,Indigenous,15,Single,8
17673511,Rural,Male,Indigenous,22,Married,11
17673512,Urban,Male,Indigenous,18,Single,12
17688678,Rural,Female,Indigenous,23,Married,10
17688679,Rural,Female,Indigenous,21,Single,4
17688680,Rural,Male,Indigenous,23,Married,3
17688681,Rural,Male,Indigenous,23,Single,12
17688706,Rural,Female,Indigenous,20,Single,0
17688707,Rural,Male,Indigenous,22,Married,9
17688708,Rural,Female,Indigenous,23,Single,9
17688709,Rural,Male,Indigenous,21,Single,11
17688710,Rural,Male,Indigenous,20,Single,4
17689334,Rural,Female,Indigenous,23,Married,12
17689335,Rural,Female,Indigenous,18,Married,3
17689336,Rural,Male,Indigenous,23,Single,9
17689337,Rural,Male,Indigenous,21,Married,2
17689338,Rural,Male,Non-indigenous,21,Single,3
17689339,Rural,Male,Indigenous,22,Single,12
17689405,Rural,Male,Indigenous,21,Single,12
17689406,Rural,Female,Indigenous,23,Single,12
17689407,Rural,Female,Indigenous,24,Married,6
17700250,Rural,Male,Non-indigenous,16,Single,9
17700251,Rural,Male,Indigenous,16,Single,8
17700252,Rural,Female,Indigenous,15,Single,6
17700253,Rural,Male,Indigenous,23,Single,6
17700254,Rural,Female,Non-indigenous,22,Single,8
17700255,Rural,Male,Indigenous,15,Single,8
17700256,Rural,Male,Indigenous,15,Single,8
17700257,Rural,Female,Non-indigenous,23,Married,6
17700258,Rural,Female,Indigenous,22,Married,6
17700259,Rural,Female,Non-indigenous,21,Married,1
17700272,Rural,Male,Non-indigenous,19,Single,12
17700273,Rural,Female,Indigenous,15,Single,8
17700274,Rural,Female,Indigenous,15,Single,6
17700278,Rural,Female,Indigenous,15,Single,8
17700279,Rural,Female,Indigenous,15,Single,7
17700280,Rural,Female,Indigenous,22,Married,6
17700466,Rural,Female,Indigenous,16,Single,9
17700467,Rural,Male,Indigenous,15,Single,7
17700468,Rural,Male,Indigenous,24,Single,12
17700469,Rural,Female,Indigenous,16,Single,8
17700470,Rural,Male,Indigenous,23,Single,12
17700471,Rural,Male,Non-indigenous,20,Married,6
17700472,Rural,Male,Indigenous,17,Single,9
17700473,Rural,Male,Indigenous,17,Single,9
17700474,Rural,Female,Indigenous,24,Single,12
17700475,Rural,Female,Indigenous,17,Single,6
17700476,Rural,Female,Indigenous,16,Married,8
17700477,Rural,Male,Indigenous,15,Single,8
17700478,Rural,Male,Indigenous,20,Single,6
17700481,Rural,Female,Indigenous,21,Single,12
17700512,Rural,Female,Indigenous,19,Single,6
17700513,Rural,Female,Non-indigenous,20,Single,2
17700514,Rural,Female,Indigenous,20,Married,6
17700515,Rural,Female,Indigenous,20,Single,4
17700516,Rural,Male,Indigenous,17,Single,8
17700517,Rural,Male,Indigenous,23,Single,12
17720521,Rural,Female,Indigenous,19,Single,11
17721362,Rural,Female,Indigenous,21,Married,10
17721363,Rural,Female,Indigenous,21,Married,6
17721364,Rural,Male,Indigenous,19,Single,7
17721365,Rural,Female,Indigenous,18,Single,12
17721366,Rural,Male,Indigenous,22,Single,9
17721367,Rural,Male,Indigenous,23,Married,11
17721478,Rural,Male,Indigenous,15,Single,7
17721479,Rural,Female,Indigenous,18,Single,12
17721480,Urban,Male,Indigenous,23,Married,5
17721481,Rural,Female,Indigenous,18,Single,12
17721482,Rural,Male,Indigenous,19,Single,11
17721483,Urban,Male,Indigenous,21,Married,9
17721484,Urban,Male,Non-indigenous,15,Single,7
17721824,Rural,Male,Indigenous,19,Single,12
17721825,Rural,Female,Indigenous,23,Single,6
17721826,Rural,Male,Indigenous,21,Single,4
17721827,Urban,Female,Indigenous,20,Single,12
17721828,Rural,Male,Indigenous,20,Single,12
17721829,Rural,Male,Non-indigenous,19,Single,10
17721830,Urban,Male,Indigenous,20,Single,12
17721831,Rural,Female,Indigenous,23,Married,1
17726714,Rural,Male,Non-indigenous,16,Single,6
17726715,Rural,Male,Indigenous,19,Single,6
17726716,Rural,Male,Indigenous,23,Single,12
17726717,Rural,Male,Indigenous,22,Married,12
17726718,Rural,Male,Indigenous,21,Married,6
17726719,Rural,Female,Indigenous,19,Married,5
17726720,Rural,Male,Indigenous,21,Married,12
17726721,Rural,Male,Indigenous,22,Married,12
17726744,Rural,Female,Indigenous,16,Single,6
17726745,Rural,Female,Indigenous,17,Single,6
17726746,Rural,Female,Non-indigenous,18,Single,6
17726747,Rural,Male,Indigenous,18,Single,6
17726748,Rural,Female,Indigenous,18,Single,6
17726749,Rural,Male,Non-indigenous,17,Single,9
17726750,Rural,Male,Indigenous,19,Single,9
17727065,Rural,Female,Indigenous,22,Married,11
17727066,Rural,Female,Indigenous,18,Single,11
17727084,Rural,Male,Indigenous,17,Single,10
17727085,Urban,Male,Indigenous,21,Single,12
17727086,Rural,Female,Indigenous,18,Married,6
17727087,Rural,Female,Indigenous,21,Single,10
17727088,Rural,Male,Indigenous,22,Single,12
17727092,Rural,Female,Indigenous,17,Single,10
17727093,Rural,Female,Indigenous,22,Married,9
17727094,Rural,Female,Indigenous,24,Married,6
17727095,Rural,Female,Indigenous,17,Single,7
17727117,Rural,Female,Indigenous,23,Single,12
17727118,Rural,Male,Indigenous,18,Single,9
17727119,Rural,Male,Indigenous,19,Single,12
17727120,Rural,Female,Indigenous,16,Single,8
17727121,Rural,Male,Non-indigenous,22,Married,14
17727179,Rural,Male,Indigenous,20,Married,3
17727180,Rural,Female,Indigenous,18,Single,7
17727181,Rural,Female,Indigenous,22,Married,0
17727182,Rural,Male,Indigenous,17,Single,9
17727183,Rural,Male,Indigenous,17,Single,6
17727184,Rural,Male,Indigenous,17,Single,12
17727185,Rural,Male,Indigenous,24,Single,11
17727186,Rural,Male,Indigenous,23,Married,11
17752890,Rural,Male,Indigenous,18,Single,1
17752891,Rural,Male,Indigenous,18,Married,9
17752892,Rural,Male,Indigenous,21,Single,6
17752893,Rural,Male,Indigenous,19,Single,9
17752896,Rural,Female,Indigenous,19,Single,4
17752897,Rural,Female,Indigenous,24,Single,12
17752898,Rural,Male,Indigenous,18,Single,8
